BP-LR0.025Multiplier4T1Cost,BP-LR0.05Multiplier4T1Cost,BP-LR0.0Multiplier4T1Cost,BP-LR0.1Multiplier4T1Cost,BP-LR0.2Multiplier4T1Cost,BP-LR0.3Multiplier4T1Cost,BP-LR0.4Multiplier4T1Cost,BP-LR0.5Multiplier4T1Cost,BP-LR0.6Multiplier4T1Cost,BP-LR0.7Multiplier4T1Cost,BP-LR0.8Multiplier4T1Cost,BP-LR0.9Multiplier4T1Cost,BP-LR1.0Multiplier4T1Cost,BP-LR1.5Multiplier4T1Cost,BP-LR2.0Multiplier4T1Cost
0.46544479170851966,0.46260561439964004,0.4672906981634224,0.4641241143267325,0.4638087115996425,0.4632411346161142,0.4653758886427018,0.46469356522489735,0.46441659870465946,0.46565272552211917,0.46293497501832265,0.46356866135056596,0.461564537246536,0.46527935088533834,0.46294655157170483
0.08869326296200798,0.05594618810898082,0.4672906981634224,0.04557417935590326,0.04795472502081586,0.053808746045963037,0.058042410836607335,0.05961936817820549,0.059681889212007476,0.05998185874023207,0.060514647589033736,0.06183507309410256,0.06299352308172841,0.06576988382256847,0.07003875831871212
0.05349557598582331,0.042629626911320745,0.4672906981634224,0.03942991041816829,0.040178154599672444,0.04341508449986167,0.04716507448298483,0.05097104827418269,0.05444603216761123,0.05834251211299366,0.05906282335423276,0.05858751454210077,0.05730844446754362,0.06059089036731526,0.06295264515411923
0.04425565538712757,0.03840343633587693,0.4672906981634224,0.03624635366507338,0.03729835009070369,0.04148952581005097,0.04651848676752214,0.051130542900802836,0.05534707531730025,0.058430295848559625,0.061811690112982785,0.06551646342072627,0.06676071629356697,0.07246331099581348,0.08019214429564994
0.04100601946663442,0.037684882943009645,0.4672906981634224,0.03979198380591219,0.04745073600970816,0.05058339079162024,0.05113496478456314,0.05284451530641976,0.05432564312279277,0.05590925915166214,0.05963948533906022,0.06113631539342477,0.06410480427998809,0.06759259425707526,0.07170983536056609
0.03937058158459446,0.035868619909404126,0.4672906981634224,0.03425351557653201,0.03680382213875651,0.04044066870914713,0.043508008379929436,0.04602222768866554,0.04873504752717053,0.05111551117556399,0.054014510783600034,0.057383226843827795,0.05987320104824235,0.06017564689914469,0.06165951170182785
0.03808058817108871,0.035072960603956184,0.4672906981634224,0.033893682399183556,0.03603692089005887,0.040253876908912196,0.04417136270914797,0.04789879783040523,0.0509717332090058,0.05342342909556984,0.05559316177643449,0.0573109303406136,0.05906614992789311,0.06142084445934043,0.061003743168233295
0.036947157616639296,0.033532166892784064,0.4672906981634224,0.03213244792097764,0.034456693701170917,0.037594485468403015,0.04098107806663531,0.04326505667667747,0.04440981385136079,0.0462175495123043,0.04656800520221903,0.04594459438943357,0.049278305964727175,0.05067309282027823,0.05269683370156825
0.036454823020855544,0.0332989542064006,0.4672906981634224,0.03139995853454927,0.03203918384148857,0.03396166790818759,0.035489941789212484,0.03675812054123859,0.03752057758917677,0.03884822077755077,0.041565591567948,0.043711103699439195,0.04361255214169366,0.048529211672454095,0.04926101248864801
0.03589524435072011,0.032558584441193625,0.4672906981634224,0.03040415225221096,0.0318643410178671,0.03539105690974676,0.03921234908734621,0.04045417679334504,0.041306825600938436,0.04370674386321476,0.044210181438249,0.047868780306010446,0.0457785303534455,0.054742079808534544,0.049215250961152014
0.03521810230454955,0.03167396943427237,0.4672906981634224,0.028926726739493605,0.029350889123776907,0.031734866788080116,0.03414707165768433,0.03602258446256597,0.03722458283795177,0.03829715751448526,0.03989054098529234,0.040463528779087515,0.04054904468725118,0.04373215509939247,0.04724578838133518
0.03465705211720221,0.03113337227555697,0.4672906981634224,0.0292084371840177,0.03054043596836473,0.03287160184298123,0.0356288866941716,0.03826683110011827,0.04027021897375469,0.04275272920030046,0.04505979152764957,0.044892728950639796,0.04325202693882862,0.04564938631089664,0.045863049328133565
0.03435025098434887,0.030986233780834014,0.4672906981634224,0.029078449595200742,0.03233937312226393,0.03653405546876766,0.03869542385267971,0.040622688589875465,0.041376501066232356,0.04405764187827646,0.04761617199138328,0.0481023674118304,0.050057749767122954,0.048249112438287896,0.0499245437549818
0.0341918207091637,0.031057997520437784,0.4672906981634224,0.029461675706823905,0.03184587956561914,0.03489366345251689,0.03860856592198199,0.04025873876506979,0.04202195704353855,0.04351910062858321,0.03990433322882176,0.04155510079594826,0.04172727649570331,0.04859147541703761,0.052489417781653114
0.0336405795467675,0.02965226639152347,0.4672906981634224,0.02807813933915928,0.03165681672419872,0.03500468560101111,0.03972087917804312,0.04226818910726341,0.043775756756278296,0.043727524884799286,0.04751391572170357,0.048808112950953005,0.04578249857252344,0.04734071632848862,0.0535455801372904
0.033486441558055156,0.029915756605874966,0.4672906981634224,0.028098162151129705,0.031945250887070634,0.03697235596034213,0.04192998445503917,0.046609142429635396,0.05008000748585989,0.04970255463649561,0.05596940747571226,0.05527056747166472,0.051446496980447134,0.0537812526025934,0.05593638193811468
0.03307062498831624,0.029192564235738277,0.4672906981634224,0.027911460714206027,0.03119269404451809,0.035327546759424254,0.037595015798923145,0.039703837195979495,0.04317436953500901,0.045194980418631486,0.04942779493499958,0.05199280420278321,0.04990735968717627,0.04941106751429302,0.05147338430797088
0.03263351892199849,0.028656684927908925,0.4672906981634224,0.026842557591845468,0.030076720538315043,0.03444319383747209,0.037168063250326774,0.0399437080084867,0.04250117912980419,0.04503696557941645,0.046916353634305644,0.046937314399541186,0.04749708970309724,0.04566348520542594,0.05102152982194969
0.032066903948533676,0.02789633652858674,0.4672906981634224,0.026323932134930332,0.029366265733002758,0.03376843103902319,0.037297186821418506,0.03886826937695154,0.03809011704503823,0.03896379404482097,0.04276929568023074,0.04903146250159083,0.049998587121664946,0.04758411262490499,0.05306838873327638
0.031892329789622004,0.027896821251248764,0.4672906981634224,0.027004976548833267,0.03005037811168033,0.033260773465732474,0.0371427236053462,0.04291314434284771,0.04452025015304917,0.043606831891610534,0.04162490236636584,0.04344415106103163,0.04598746212692437,0.042688714901038274,0.04412527481014506
0.03195419753989434,0.0287288062426647,0.4672906981634224,0.028654452470031688,0.03242589424556837,0.03666786853682592,0.041800986892287,0.04717812187760765,0.05081808267182808,0.05181508304813376,0.047592700149725796,0.05056705469614389,0.05257438267950229,0.054432144170275615,0.05615074023310789
0.03191242865673138,0.028743473746004024,0.4672906981634224,0.028906780738548965,0.034422325385698505,0.03959154130932429,0.04048958933764092,0.04309986599044253,0.044591030636022905,0.04861871848649693,0.04963637077242045,0.04679743901655645,0.054123731493938634,0.053403155031888964,0.05608012811702322
0.03147942124154114,0.02764763556954111,0.4672906981634224,0.026339143106207885,0.03005660810635953,0.03502111212843957,0.038092082710097105,0.040599399315473204,0.04118703487876285,0.0420156685574191,0.04155950857776322,0.04572185186006192,0.04445846908421108,0.05001072624113845,0.04589730543670091
0.031228123278375618,0.027849478141307255,0.4672906981634224,0.02738283361115288,0.03220673848673444,0.036279898907984505,0.03964461132364178,0.03980207490238493,0.03977147315919445,0.039387389648306646,0.042285404058472614,0.043978029487413785,0.04385542047907664,0.05130522109040913,0.04985240402070108
0.030882733233735957,0.026842705402601447,0.4672906981634224,0.025341214132196737,0.02790596493102815,0.031244171386580855,0.034235918902834506,0.03549270809088702,0.036808459027081776,0.03594289602048682,0.039795437305885806,0.04055411398110321,0.04088644489575129,0.04233954293109597,0.04088882995112121
0.03057289641370532,0.026611332748441848,0.4672906981634224,0.02475550685723038,0.027445893754859126,0.032808480105368215,0.03805662931557784,0.04019442357902103,0.042332518782303645,0.042276155394300206,0.04465035261038711,0.04072716137938411,0.04292436451343042,0.04761553678483626,0.04386916351083803
0.029967462241068284,0.025856066263087014,0.4672906981634224,0.024711306327318387,0.028798257960213115,0.03342331222901257,0.03645215191092689,0.037442314522179075,0.03840171254307718,0.04249892111977881,0.040642848455788645,0.03937679782581034,0.04438204678487195,0.047940749151131494,0.04361705384549641
0.02964862168273967,0.025606834840701337,0.4672906981634224,0.024833251093024814,0.03040955256112779,0.03626943590769288,0.04185061757645019,0.046620600478056676,0.049200371546880776,0.04919588718576503,0.04827874899048287,0.04639409933489609,0.05006144201752021,0.05699406711146838,0.058613225767611146
0.029197653574612757,0.02512799882526198,0.4672906981634224,0.024123554642335072,0.026823565360782384,0.02958763802699292,0.032285148803618234,0.034116685121493295,0.0389847601943922,0.04014637794779287,0.0406626843630242,0.03774209397431784,0.04046289663920072,0.04218164008189131,0.04828474515468598
0.028945186085525737,0.0248290703009396,0.4672906981634224,0.02326936611822,0.02578012313540361,0.02950695336197481,0.032138776454871676,0.03476724237963521,0.037639327066788644,0.040074273015950984,0.039004276075095025,0.039873279958911066,0.03922126924076484,0.0420371244939945,0.04470246695219928
0.028556543441115263,0.024535832737702993,0.4672906981634224,0.0233039657391185,0.026792540162416827,0.031822823712991236,0.03538271134364801,0.03777756697036006,0.03905835104432668,0.03885753753797948,0.03872780239648417,0.03752827436773403,0.04069470290832269,0.04509816011710969,0.04934082722234438
0.028400965981602282,0.024493175777500074,0.4672906981634224,0.02310665368576592,0.025665310524285306,0.02945078808157355,0.033564673831560345,0.03431293652624645,0.03612984917052736,0.03686761812448688,0.03829055145135995,0.03755724375476893,0.04276644859141424,0.04330185127038244,0.046746153677168716
0.028498775846102494,0.025525946855298246,0.4672906981634224,0.026051446036703427,0.03137556347062426,0.03652425916899841,0.03972294576957774,0.04355142399917642,0.04842363130179296,0.05122029534116978,0.05228881693041401,0.047944258742210824,0.04788290546762355,0.05091219757415481,0.05350857833635723
0.02822730476280372,0.02485697205582113,0.4672906981634224,0.024198717014679738,0.02758701182249509,0.032708736971129526,0.03672861245526759,0.0378362655333179,0.04138741055972067,0.0431751669877045,0.040379606140604284,0.04153238453107891,0.04346889465512729,0.049188494322742346,0.049496882326734694
0.027778380092834627,0.02407889028848751,0.4672906981634224,0.022583981736638045,0.024353807068979345,0.02881455939861296,0.03323990490501405,0.03743923286278464,0.03829902239451585,0.03627367144933988,0.03838042608247575,0.03839442873073818,0.04000644807966539,0.043045256823769563,0.04266214277588648
0.02780131993021081,0.024527885239664638,0.4672906981634224,0.023896859010040718,0.026580664955833316,0.030575008360565724,0.03439998759442809,0.037703176936160675,0.0384321428913352,0.03686095683686807,0.036986966247784324,0.041996404057047236,0.04090759783207298,0.04137826969117728,0.04111034781100335
0.027577187682262087,0.024448359964402203,0.4672906981634224,0.02353005074851674,0.02517556084416048,0.028004170619694627,0.03085095926311934,0.03304301935326719,0.034499786603382036,0.034610831683056516,0.03607763578732078,0.03770825258732116,0.03619019527549017,0.03996088287750922,0.04148613479625739
0.027270043364243844,0.023747370253727605,0.4672906981634224,0.022478231201656578,0.025109712279755475,0.02867674207426291,0.031390499985326725,0.03470324196181284,0.03708890049934331,0.03660640050021308,0.03742908491363371,0.038306805438980615,0.04220440032418493,0.0398587965420784,0.041321807540081766
0.026791237903446383,0.023056033012933984,0.4672906981634224,0.021631069175769742,0.023730764495433387,0.02739195972773907,0.030556149810292588,0.03193439547395605,0.03232245471422281,0.03258176003983285,0.03286450414614002,0.03586627613489365,0.036301338294630316,0.03803022455793674,0.03947261979915692
0.02667896666694581,0.023579098830851804,0.4672906981634224,0.02354985754986204,0.027284137723924084,0.031924193214897284,0.03469664264478833,0.03621560935672018,0.03747027180677525,0.040950505542363,0.04177780682508636,0.04122282924011693,0.043008263859608896,0.04420486688091328,0.047317883466080374
