BP-LR0.025T1Cost,BP-LR0.05T1Cost,BP-LR0.0T1Cost,BP-LR0.1T1Cost,BP-LR0.2T1Cost,BP-LR0.3T1Cost,BP-LR0.4T1Cost,BP-LR0.5T1Cost,BP-LR0.6T1Cost,BP-LR0.7T1Cost,BP-LR0.8T1Cost,BP-LR0.9T1Cost,BP-LR1.0T1Cost,BP-LR1.5T1Cost,BP-LR2.0T1Cost
0.030138548171921353,0.026254079139658472,0.46552033303405865,0.025423810932150268,0.02726767050936171,0.031313019784097326,0.036012876771614376,0.040146065991785204,0.04438722414888725,0.04406212135323101,0.045469618653295345,0.04586473301495662,0.04871815113239144,0.04428406252637793,0.04649632115516586
0.029689549101205085,0.025554464610726114,0.46552033303405865,0.025313095080921527,0.026778482017511717,0.030566518783603596,0.03355955948623323,0.03578834576792303,0.03685153587338922,0.03733166053127357,0.04298167631321794,0.03864059040311194,0.04063551059990909,0.04144771523729622,0.04268929140014227
0.02946673460239988,0.025787347274599012,0.46552033303405865,0.024475513379053057,0.028294225824571362,0.03247286322870599,0.035730452066548075,0.0381512335727172,0.040037442169188184,0.04127095250070402,0.040739346235213594,0.043750430208308225,0.04379390981547983,0.04696817643860341,0.0488894864413249
0.02906600511332994,0.025234081620413743,0.46552033303405865,0.024960285782439202,0.0256718070007697,0.0287393709469433,0.03129753884766799,0.033061806197481905,0.034998059256323356,0.0368868872642619,0.035823351003382985,0.03685569099918164,0.037972476888170646,0.043962337585822145,0.039861709942859445
0.02901697622145139,0.025334808593645914,0.46552033303405865,0.024550024145754017,0.027263777644311756,0.03141176209333415,0.034365875094728736,0.036634610615206606,0.036231829459703914,0.03689966734137194,0.039072583327011405,0.04057802646353047,0.044340463093880504,0.04053084982189936,0.04066642013809291
0.0290438522431987,0.025485997993591122,0.46552033303405865,0.022739161578248766,0.028759853314999532,0.033505225926387584,0.03624189122321003,0.03651766960256418,0.0378485315243323,0.04097243367641886,0.04126745746226179,0.04471700621265838,0.046439651056776936,0.04294802209439744,0.04772348657536325
0.028673643402903095,0.025012325595731015,0.46552033303405865,0.02325066140505359,0.02685024160218913,0.029694046439009147,0.03138149138501724,0.03326359932314257,0.03519419921339173,0.035192216938250885,0.035063905756572554,0.037549012817963995,0.04020419518568704,0.042194084967957075,0.0441427733032797
0.028476279024810185,0.024810207656768772,0.46552033303405865,0.02316783611306987,0.02531117504487477,0.02881041423842225,0.032138018888721795,0.03519240137401932,0.03585555800853464,0.03529647934961686,0.03595014306966063,0.03736536364465276,0.0402154407106477,0.03668025022354239,0.04112552689833406
0.028082764683393133,0.02445579591386198,0.46552033303405865,0.022597918398892664,0.025910820844736497,0.028993865654181727,0.032217676575922095,0.034804970810350645,0.03489386660741546,0.034186876823623286,0.03764829596801196,0.03802820227794274,0.039795847328940925,0.03842033840149109,0.04077241732175289
0.0277385352980457,0.02405129165973474,0.46552033303405865,0.02341515609107362,0.02578418182584692,0.030562049346647687,0.034956276270186375,0.0379336966526422,0.03897782364072041,0.03891323936769172,0.038278557728504504,0.039010917302859965,0.03976397510723802,0.039211964504600155,0.04229251355764774
0.027305434945828193,0.023681235448983727,0.46552033303405865,0.02199969454007972,0.026767827663828184,0.03130361011120319,0.03477111071120832,0.03851032950297303,0.03869220137847368,0.03970830216945874,0.04135390465430494,0.041365409108441734,0.04159185654092275,0.04468212947846354,0.04388532474423921
0.02725413765096085,0.02381172812228981,0.46552033303405865,0.022613656630005297,0.02730017963531219,0.03300467406327176,0.03630003672517557,0.03880840037758552,0.042331294925280205,0.04377515563273155,0.03974367061504801,0.050205726872138264,0.05162085814561914,0.04633518710526695,0.04441170085401109
0.027228330631923273,0.024019967416611374,0.46552033303405865,0.02231727405090746,0.02604900035572005,0.029882745949685853,0.032003956547790924,0.03644543902396056,0.0367392858545877,0.038105890375566456,0.03841376417382998,0.038409193903458025,0.040159132185631344,0.043231273397183106,0.04389279689994801
0.02694741389125028,0.023715678468458762,0.46552033303405865,0.021359756465240864,0.02734508199901948,0.03250017691920873,0.035027455524301664,0.03756239302685978,0.03815452599027282,0.0414325962766836,0.038317550997530016,0.03850302865086595,0.04593379447959894,0.04512831502106554,0.04883760675002603
0.02684545621610641,0.02354837060856573,0.46552033303405865,0.022801831393727157,0.024605500409657064,0.027758173763411356,0.03059670227751415,0.03294113206363816,0.03349020011908565,0.03769088570713774,0.03615009410133866,0.03655585055821075,0.04159874563044796,0.039385707880441455,0.04171508847992585
0.026454725484339806,0.02295367703386697,0.46552033303405865,0.023320276101165462,0.024612866797296136,0.028757184265560568,0.03167471068827904,0.035027040389959435,0.03462808464650733,0.03821579641394878,0.035847889392809994,0.037378796975026246,0.04404313925534795,0.04292742153558162,0.038084285998698376
0.026010539876345773,0.022456100109867386,0.46552033303405865,0.022420886477026253,0.024123519739569704,0.028901509417656925,0.03050754701742007,0.0321483423560167,0.0345276792189673,0.03592499078110555,0.03504442272716702,0.03822764777803501,0.03773395661433952,0.037443340257953914,0.035172447114264385
0.0257238826579542,0.0221480600315895,0.46552033303405865,0.021778763680423193,0.02257315923224105,0.025706465912053167,0.028049815695278205,0.0298144792994865,0.030786165102959086,0.03278225662362019,0.03479359918262425,0.03481834941681712,0.037036801136237175,0.03437749559087354,0.03479096096841269
0.02572636776991787,0.02207814529577688,0.46552033303405865,0.021483572120005557,0.02296502840052062,0.026563073047984862,0.028282286933087538,0.030583998567482732,0.030784806847377416,0.03510260328028701,0.035417092030073274,0.03559273718054411,0.0382976395950447,0.038155784239282,0.03805754891014733
0.02551004943993594,0.02194973110972661,0.46552033303405865,0.02148933461434839,0.022847822397300654,0.026066676740717245,0.0284752499487897,0.03158391070310299,0.033607755622913744,0.03526857329729352,0.03607336269387995,0.037300376540672045,0.03769845938396576,0.03540384798558338,0.03626165809569014
0.02542041080034678,0.02202801353233794,0.46552033303405865,0.0216514005460905,0.023228954658167468,0.02656040422172214,0.030050643070067884,0.03292008154161115,0.03398048668882916,0.03543684329539076,0.03430281308263459,0.03815154366746891,0.04010628810086651,0.03795195065127216,0.040324477216952086
0.025312301311492823,0.021996211043139254,0.46552033303405865,0.021206449471623937,0.024048856110288584,0.027585897009195483,0.030714092828566106,0.03303521499810033,0.03499590731730732,0.034395449871126714,0.03758405196343245,0.04012008576641589,0.04480706898836972,0.040862515225165735,0.04376302429978442
0.025390664291288882,0.022291333492052562,0.46552033303405865,0.021889218499206067,0.02401378448253535,0.02795462754374166,0.03199773368972817,0.03374782963815997,0.03598408381797534,0.03535166006251854,0.039767115415303006,0.03957432428088337,0.0417453304280661,0.037683393089468255,0.041230169088770544
0.02544754568400231,0.022292715304502022,0.46552033303405865,0.020574299492473646,0.024376196124820088,0.027251371411861146,0.029637478022392805,0.031902391494720614,0.03348225906676494,0.03306095069750209,0.03613341946066373,0.042124972742330374,0.04122001719851589,0.03984953742786247,0.04474585706411793
0.025082858272947976,0.021901127872214522,0.46552033303405865,0.02242459540158019,0.02586408489354585,0.030574076176445274,0.034690676985638706,0.03706903871134891,0.038914976925094526,0.03777507658695765,0.0410380855112811,0.04172045532235589,0.04122454786068161,0.04111960100775816,0.043724083474029604
0.024751374230253052,0.021645153423399663,0.46552033303405865,0.023327057736692993,0.023029517367829596,0.026093521181583607,0.02864003084223385,0.029628563697851756,0.0331648400782454,0.031543236545485596,0.03392299147482525,0.03193441611470062,0.03278436889961112,0.03641213488158129,0.03682375948541783
0.02466526178753226,0.0216090202502233,0.46552033303405865,0.022089846747078788,0.023991123242236838,0.02794392673753707,0.030768019486980415,0.032583760449324754,0.034330841891003834,0.033843647593684544,0.03681877824067113,0.03468502967956748,0.035813628450555864,0.03664659820261285,0.038175609505615785
0.024638781922921835,0.021678851088602236,0.46552033303405865,0.02128556486699618,0.02373157170473339,0.02810594115230784,0.030548222761394468,0.033146032913583943,0.03326089738924539,0.03411894687976659,0.03428330756019951,0.03604123640054994,0.03559941686807751,0.04120991932113201,0.036933069924817416
0.024313489595653662,0.021161787143056488,0.46552033303405865,0.02063420247968326,0.02401098340148939,0.02830185012887899,0.0306244629106495,0.03296446075558566,0.03358083782244625,0.03573719426162831,0.03542350039621678,0.03744825179929952,0.036119746463128447,0.03711167166487265,0.03509547283825342
0.024105111985761287,0.020906757199329124,0.46552033303405865,0.020922631367553117,0.021420496484942285,0.02507908379092572,0.027209574677771905,0.029274881925204225,0.03001162495215255,0.03218576930929815,0.031656893645921474,0.03346170714393235,0.032042582619611314,0.03311005646078057,0.03256623054609986
0.02379885174886657,0.02053024550547165,0.46552033303405865,0.02142177436515399,0.0211495030681102,0.02507515520885781,0.027853736163632757,0.03016321100507218,0.030745547095745337,0.032251909685993535,0.03194122833189799,0.03118643354872929,0.03287581890499316,0.03567505961086184,0.03554092126694626
0.023656974338620938,0.020518698871261454,0.46552033303405865,0.02179428923701518,0.02152751476148034,0.024581923457709154,0.02684450312667083,0.02847121340364154,0.029792872591087524,0.03425143774630715,0.0303631603126398,0.03137951157614447,0.031010482647739143,0.03219390647459666,0.034157322603594886
0.023766293094653237,0.02069626351185656,0.46552033303405865,0.020956838627408898,0.021494924038338404,0.024237519236251982,0.02579468093060496,0.027873428617245607,0.029646403026613935,0.03168800068612579,0.03177608471271905,0.030133805686621648,0.032021076090266,0.032427540200592006,0.031707736542223613
0.023676136374556553,0.02063353760978985,0.46552033303405865,0.01925124460520136,0.022665993081889022,0.025552888352036993,0.02779390280991628,0.03055673375452304,0.03473047978655099,0.03460497320887845,0.036102898719119224,0.033524828867769495,0.035263013339307765,0.03509932421345564,0.03599981814704618
0.023352181315044473,0.020325279794071727,0.46552033303405865,0.018212521555064042,0.022530044533749478,0.02584223944817138,0.027312138507950036,0.03050075757857667,0.033149500173908705,0.03222849740322991,0.03282854790646669,0.033112176818939756,0.03530456194044176,0.03623446913014258,0.034431914147446334
0.023263627107038803,0.020450278894900812,0.46552033303405865,0.019082618435745,0.022670876865680867,0.025960615714907917,0.02934451065957385,0.03261623721347947,0.03398640867585525,0.03575292680159717,0.03580788826245193,0.03469300212813714,0.0352489505933309,0.03406303901779686,0.037115914560352216
0.02328870318994772,0.02080761620405185,0.46552033303405865,0.01960191522730064,0.02376869903406305,0.028051920658558605,0.030028747394626267,0.03319449736606086,0.03525243247968571,0.03325836389047682,0.03402827569327446,0.037309358286203936,0.04031307801784173,0.037109054364388216,0.037728705773947636
0.023203726379636927,0.020618280705087578,0.46552033303405865,0.019876336053647612,0.021494567321465697,0.024660911679848768,0.026998904920900072,0.030231185548645092,0.030546950396363168,0.03197455908467335,0.033344709426913095,0.033375602736566146,0.03665354619596468,0.03434074444773736,0.032832237866136545
0.023035777041174096,0.020350069171474004,0.46552033303405865,0.019410461929304307,0.02210473256642085,0.025459086748462763,0.028137499346981946,0.0320806395985639,0.031137476472464506,0.031960269667121406,0.033051677072821715,0.03713730608661318,0.03580511039767876,0.03317388595758578,0.03593985982236134
0.022993380723945432,0.02056944999803112,0.46552033303405865,0.019395613899063253,0.023961207364894464,0.027679866481370077,0.030170868103603966,0.03206933711498824,0.03147216877952454,0.035749007482966666,0.033335791932144365,0.03708320735733364,0.037063421791985844,0.0342045276308462,0.0335134391632686
0.022850033100286583,0.020279549054324348,0.46552033303405865,0.01872809734223207,0.021981951050034088,0.025673341409946156,0.02799541416242427,0.029542945899464407,0.02976647789591678,0.03230704737230282,0.032483804886703715,0.03258442629952943,0.0357884804410354,0.034476610981946695,0.03156882249880325
0.022960245172008256,0.020363833088008956,0.46552033303405865,0.02083305283224851,0.021753324021144573,0.02512610695623759,0.028283624629566084,0.029676413656647055,0.03059582930528021,0.032822778032135784,0.03142753263189367,0.03579918709356779,0.03615519738151876,0.03575331404121288,0.03214098831027532
0.02288420519782523,0.02028112878102926,0.46552033303405865,0.01984350874711069,0.021640114283219294,0.02520833872924065,0.02826178217737174,0.030369304696999833,0.030640853696391766,0.03364531324777789,0.0306038248755261,0.03430530518240677,0.03552637625902645,0.035934574204323264,0.03404752225778369
0.02293212004708485,0.020633379106195622,0.46552033303405865,0.020564459068070473,0.02353249338000658,0.026912809508447825,0.029466914339087897,0.031038716912138855,0.031599478181542615,0.03509572993168221,0.03425750928700608,0.03514295689616185,0.03139956852092485,0.03753817282345905,0.0341473981480669
0.02263100311603394,0.020120776379401673,0.46552033303405865,0.018610685863697872,0.021583235939174394,0.025502566606612088,0.02811270080432368,0.031387474009055526,0.03310141288608428,0.031655755894169926,0.03074466105685122,0.033527407752102424,0.03172819806455943,0.035831193205900204,0.03377058684125657
0.022639317058932185,0.020123669268315547,0.46552033303405865,0.018246554155460514,0.021537135724726514,0.024706821556251028,0.027340269538257186,0.029453641310164765,0.03249994515805676,0.030539308655215903,0.032785534868587235,0.031766342902446766,0.03125891536288408,0.03583640892514108,0.03373127879409618
0.022827974002291203,0.020628885336488312,0.46552033303405865,0.0200742412524487,0.023250490074712322,0.027071262499458782,0.03070561728780788,0.03128618410913994,0.034303034431146996,0.03390896108265138,0.03681653887180156,0.0347982605171184,0.0360241019622341,0.037578849913923,0.03778163370472478
0.022798755784099293,0.020208383444070034,0.46552033303405865,0.0194211570102843,0.02348229660891295,0.027415786969862067,0.02998140423207351,0.031165091307782403,0.033605617042780506,0.03311525537915305,0.03423976727952289,0.03691985983073772,0.035691680248652984,0.0355099677304517,0.036904054834192436
0.02248971070539356,0.0197323573503757,0.46552033303405865,0.01955436903774927,0.02316613101979086,0.02709718974042112,0.030258447321491844,0.030431811473970637,0.030607554077604866,0.031265099702807116,0.032671205716360896,0.03485162052350432,0.03423598383068043,0.038367452317520936,0.03987722286048922
0.022258621757754612,0.019281253089656804,0.46552033303405865,0.018914829195653893,0.021324975022758565,0.024499601992000127,0.026572002203547787,0.027326474987483834,0.03130871277842543,0.030141700599399093,0.030803342367143095,0.03013001163001359,0.03130411452529401,0.03138449313055986,0.03115968483751207
0.022300098558091886,0.01957407830602336,0.46552033303405865,0.019621703849154848,0.022954831539478023,0.026465032730685845,0.027860108207784236,0.030182368273456727,0.03049081083427856,0.03284363666103684,0.02955616668137768,0.03399516297424753,0.03661306085382544,0.03318375611850466,0.03385556612829203
0.022172421225947626,0.01935930675994482,0.46552033303405865,0.01907434893817368,0.020850736938890235,0.023483485061919416,0.02572095520686653,0.02900714532867077,0.030411685324096886,0.02889944758595091,0.029420484730922396,0.03163139097112737,0.031131091865075844,0.03410940247846127,0.033334773808958384
0.02205139636114132,0.01954407676967674,0.46552033303405865,0.018842644448611858,0.025931366168375675,0.030017822665007292,0.031434508281339806,0.03410030395913335,0.0354949900245894,0.03688783080747545,0.035890136861885434,0.039055073519859894,0.040235893243707764,0.039879842212313346,0.04231523229595348
0.02212176566821426,0.019389311946041703,0.46552033303405865,0.018809796944910476,0.02116169084839467,0.023836679637401326,0.02495370733906525,0.02717291518485689,0.028303108622061788,0.029179719284426857,0.02919389228114132,0.032489930500181056,0.030842243995468217,0.03725899496449383,0.03262335691033008
0.021933092654130567,0.019052106817723867,0.46552033303405865,0.019509169156153604,0.02050723930824448,0.022758420433843726,0.02395750503407484,0.025219993637541155,0.02838463144898154,0.028687175410619714,0.029490458548918925,0.03115721332713444,0.03104472421485875,0.03568094160699466,0.03374943781970533
0.02225710843128707,0.01962723040467357,0.46552033303405865,0.018897345651508357,0.02236879764071541,0.024893468056475954,0.026267668320408995,0.029791887319553907,0.03125497073865736,0.028748907067489737,0.029928124184406647,0.03628373627970835,0.0332791953118599,0.03672519498264993,0.035009131550577846
0.022075424368511662,0.019322788985296224,0.46552033303405865,0.01790227212010201,0.021069313986721915,0.02318828355095318,0.024951501864358034,0.027208841671607416,0.028734619202676472,0.0277582410384423,0.029048674370056923,0.030670091249616376,0.03180278588569322,0.03612360585346476,0.033184916620003765
0.02199905969217706,0.019196002988524002,0.46552033303405865,0.019619052017912867,0.020870871512389345,0.02318167388703605,0.025768498888243344,0.026358410732640045,0.029996555691623787,0.031149092266272643,0.03148752097202297,0.034135912364516956,0.0335006232820183,0.03607132693425845,0.03316910475597015
0.021945500457094497,0.01926744338727826,0.46552033303405865,0.019495516429127845,0.021189323255614175,0.023739620766873276,0.02609588804059238,0.0259155882241782,0.03164596947162417,0.03221141210417074,0.032717439689414166,0.03564725045380358,0.03160313947961898,0.03777680888832182,0.032597707566435326
0.021976447101263803,0.01920132023003231,0.46552033303405865,0.019311744542354837,0.02072593945472285,0.0232816980926843,0.02662772783328634,0.02616371359872415,0.02999307308392851,0.030196150920740565,0.029390495411986323,0.032571183520744576,0.03254513531351301,0.03592675582219817,0.0320682206943515
0.022012566769072928,0.019365818136699568,0.46552033303405865,0.019447029355322054,0.021417612806368502,0.02319999556666865,0.025525133383254215,0.026526841647910894,0.027923293879673607,0.030814959217718527,0.03014169771754489,0.0321430667584221,0.032173407985945014,0.03289779155307755,0.03521725088674953
0.021761771290383456,0.019090314421551447,0.46552033303405865,0.018459918378374355,0.02045199441568919,0.022745766135071146,0.024081729643266426,0.026255095633275067,0.027816343068669473,0.028768492249923863,0.030003983114974365,0.030206084092847564,0.03073665059448074,0.0327435715653311,0.031277539252175454
0.02148261285126498,0.01881431462821609,0.46552033303405865,0.01855477447042983,0.01997435037643001,0.02244345365239609,0.025190921997002874,0.02678233631660101,0.0288567091374019,0.027859249460544123,0.030286678281854166,0.03224255272999612,0.029152271547254235,0.0328979548066963,0.03464886175346452
0.021388167381117727,0.018849698039899495,0.46552033303405865,0.020754755440161,0.020154697424520585,0.023025651083996537,0.026185291721091422,0.027108071242602692,0.0290718564917453,0.027745394865060818,0.026993185844254617,0.03089599586992533,0.029191521185826286,0.03228524233007184,0.03319171339140289
0.021380431204992185,0.01893706257007902,0.46552033303405865,0.01808401175010234,0.02040202523340782,0.022537264819854453,0.023963557547288575,0.024729931852511593,0.02894907944864085,0.029915301432778187,0.02811294396250868,0.029429171125250307,0.02944426700238246,0.03173511286977335,0.03248250143515648
0.021296985593875287,0.018990143507230658,0.46552033303405865,0.020260850078301914,0.020610512081854833,0.022448690226878728,0.023422443936049826,0.02513039682718554,0.028062776069041846,0.02836968739756703,0.027468750551201765,0.030654197415534833,0.02912124860641385,0.03149208423912722,0.03123297180809813
0.02148648931983744,0.01954533039527188,0.46552033303405865,0.020623107739300196,0.023879137835009518,0.02673805220868894,0.028154647618443742,0.031109281532463014,0.030772109399457265,0.03223827156706834,0.03360951240377147,0.03462950569132235,0.03632697040326637,0.038722436887883585,0.03528631276702416
0.02105645467865815,0.01887092675038892,0.46552033303405865,0.01889839143590659,0.021804065040646282,0.0246414997897497,0.025696297344579348,0.027680581277873158,0.029148215367723117,0.02910288512037071,0.031133248998831273,0.033474983957420885,0.034376991126186605,0.03614993043220211,0.03430973729798133
0.021015568804268834,0.018641082907507347,0.46552033303405865,0.018573278052885545,0.0205938989319824,0.023228495249415837,0.02428468988698084,0.02791660350791098,0.029431160618885437,0.026615988925288776,0.0302910000656954,0.03245954404579059,0.033076044505425055,0.034100376731069734,0.034292803563463446
0.02080137776815884,0.018343249765449807,0.46552033303405865,0.019094092160484744,0.0196507651879501,0.022341221047675025,0.02389443932059044,0.027025783848199716,0.029710470306838106,0.027120125487997436,0.02934960028489051,0.033338746971178224,0.03079405133827348,0.03321965512094286,0.03290948828833903
0.02063580405625479,0.0180923059334533,0.46552033303405865,0.017699210183599746,0.019578644083814843,0.021875512076080263,0.022880356641710762,0.02518010910853674,0.02748443881987918,0.025882999176029726,0.028838283122118745,0.028495254242417882,0.027548191443520643,0.03059088965702315,0.02985376479905037
0.020602509083913978,0.018266525186454694,0.46552033303405865,0.018199808621997864,0.019703411315036154,0.022192821084193355,0.02306131715582158,0.024891376252903434,0.027036138088209115,0.026596973005579942,0.026552441037728226,0.02852881236828874,0.029499663060013764,0.0342308532114259,0.03026269923797987
0.020476689199233355,0.01822436554132355,0.46552033303405865,0.017796122853207776,0.020190597726236756,0.02273442678408862,0.024564677578529617,0.02722221510726727,0.029248473010861798,0.029141974158522252,0.030730077975581613,0.03136690796515574,0.029208876247708966,0.033822225530874314,0.035400749110621986
0.02024379001466162,0.017968635947137244,0.46552033303405865,0.017176631893309837,0.020191800720066978,0.02307385505904209,0.02538279150604652,0.027819565222166907,0.030087065161342703,0.028046764496533462,0.029167036307051794,0.0302067123921864,0.02994508335931866,0.03049757019318441,0.03448438959892185
0.020139669519263263,0.01797787033398664,0.46552033303405865,0.0172556511633897,0.020801553627519606,0.023629896637217346,0.026203577569251686,0.028342702521595178,0.03186144374007912,0.031015940129258984,0.029951536433845537,0.03158426286927356,0.03180792078831653,0.0340594624004467,0.03487167261732192
0.020164618194506073,0.018077142322519262,0.46552033303405865,0.017815965137361653,0.02189681999596718,0.024823925182238606,0.025999650560927817,0.02972980483222495,0.03240194584430271,0.03176564101344215,0.030730219578545544,0.03209798544946935,0.03147392513517935,0.03407038226897594,0.03586265679186576
