BP-LR0.025Multiplier4T1Accuracy,BP-LR0.05Multiplier4T1Accuracy,BP-LR0.0Multiplier4T1Accuracy,BP-LR0.1Multiplier4T1Accuracy,BP-LR0.2Multiplier4T1Accuracy,BP-LR0.3Multiplier4T1Accuracy,BP-LR0.4Multiplier4T1Accuracy,BP-LR0.5Multiplier4T1Accuracy,BP-LR0.6Multiplier4T1Accuracy,BP-LR0.7Multiplier4T1Accuracy,BP-LR0.8Multiplier4T1Accuracy,BP-LR0.9Multiplier4T1Accuracy,BP-LR1.0Multiplier4T1Accuracy,BP-LR1.5Multiplier4T1Accuracy,BP-LR2.0Multiplier4T1Accuracy
0.032692307692307694,0.03653846153846154,0.04038461538461539,0.03173076923076923,0.04903846153846154,0.035576923076923075,0.03365384615384615,0.06538461538461539,0.046153846153846156,0.04423076923076923,0.026923076923076925,0.05096153846153846,0.02980769230769231,0.05096153846153846,0.03365384615384615
0.1528846153846154,0.14423076923076922,0.04038461538461539,0.14326923076923076,0.13942307692307693,0.1423076923076923,0.1451923076923077,0.15,0.14807692307692308,0.14711538461538462,0.1519230769230769,0.15384615384615385,0.1528846153846154,0.1548076923076923,0.14134615384615384
0.15673076923076923,0.1701923076923077,0.04038461538461539,0.19038461538461537,0.23365384615384616,0.23173076923076924,0.22403846153846155,0.21634615384615385,0.20384615384615384,0.20384615384615384,0.20384615384615384,0.2076923076923077,0.20576923076923076,0.2201923076923077,0.2201923076923077
0.2048076923076923,0.2201923076923077,0.04038461538461539,0.24423076923076922,0.2586538461538462,0.2403846153846154,0.22884615384615384,0.2221153846153846,0.20961538461538462,0.20288461538461539,0.2,0.20576923076923076,0.19903846153846153,0.18557692307692308,0.19615384615384615
0.18365384615384617,0.19230769230769232,0.04038461538461539,0.18365384615384617,0.19326923076923078,0.19230769230769232,0.1971153846153846,0.1971153846153846,0.19326923076923078,0.2048076923076923,0.1875,0.17403846153846153,0.175,0.1605769230769231,0.175
0.2221153846153846,0.27403846153846156,0.04038461538461539,0.33076923076923076,0.3375,0.3096153846153846,0.28846153846153844,0.2923076923076923,0.2846153846153846,0.2798076923076923,0.28173076923076923,0.26634615384615384,0.2653846153846154,0.26826923076923076,0.2625
0.26826923076923076,0.2971153846153846,0.04038461538461539,0.34807692307692306,0.34615384615384615,0.30480769230769234,0.29903846153846153,0.28365384615384615,0.275,0.2692307692307692,0.2644230769230769,0.2701923076923077,0.27403846153846156,0.2653846153846154,0.24519230769230768
0.3403846153846154,0.35865384615384616,0.04038461538461539,0.3576923076923077,0.33653846153846156,0.3384615384615385,0.33365384615384613,0.3230769230769231,0.3269230769230769,0.3211538461538462,0.3278846153846154,0.33653846153846156,0.31346153846153846,0.32596153846153847,0.3192307692307692
0.3375,0.34326923076923077,0.04038461538461539,0.38269230769230766,0.39903846153846156,0.38653846153846155,0.37403846153846154,0.3596153846153846,0.3596153846153846,0.3490384615384615,0.33557692307692305,0.3298076923076923,0.3317307692307692,0.3278846153846154,0.3211538461538462
0.3730769230769231,0.38846153846153847,0.04038461538461539,0.4201923076923077,0.43365384615384617,0.4125,0.3855769230769231,0.38076923076923075,0.375,0.35673076923076924,0.3663461538461538,0.3451923076923077,0.35673076923076924,0.3211538461538462,0.3423076923076923
0.39615384615384613,0.4153846153846154,0.04038461538461539,0.44519230769230766,0.43365384615384617,0.40576923076923077,0.3923076923076923,0.3817307692307692,0.375,0.37596153846153846,0.36153846153846153,0.3625,0.38269230769230766,0.35384615384615387,0.34807692307692306
0.35673076923076924,0.40865384615384615,0.04038461538461539,0.42788461538461536,0.425,0.4076923076923077,0.3798076923076923,0.3721153846153846,0.36538461538461536,0.3644230769230769,0.3548076923076923,0.3384615384615385,0.3557692307692308,0.3298076923076923,0.37403846153846154
0.3894230769230769,0.4355769230769231,0.04038461538461539,0.46057692307692305,0.42596153846153845,0.3951923076923077,0.3875,0.38846153846153847,0.3798076923076923,0.3836538461538462,0.36538461538461536,0.3596153846153846,0.35192307692307695,0.3682692307692308,0.3817307692307692
0.3903846153846154,0.4125,0.04038461538461539,0.45576923076923076,0.45384615384615384,0.4461538461538462,0.4182692307692308,0.41346153846153844,0.39326923076923076,0.39326923076923076,0.4201923076923077,0.40384615384615385,0.38846153846153847,0.37596153846153846,0.3528846153846154
0.42403846153846153,0.4653846153846154,0.04038461538461539,0.4875,0.47596153846153844,0.475,0.44519230769230766,0.43846153846153846,0.41346153846153844,0.41346153846153844,0.40384615384615385,0.39807692307692305,0.42403846153846153,0.40865384615384615,0.3730769230769231
0.40865384615384615,0.46634615384615385,0.04038461538461539,0.5028846153846154,0.46634615384615385,0.44134615384615383,0.42115384615384616,0.3971153846153846,0.37884615384615383,0.37596153846153846,0.36538461538461536,0.37115384615384617,0.39134615384615384,0.35,0.3451923076923077
0.4269230769230769,0.48365384615384616,0.04038461538461539,0.5,0.4740384615384615,0.4403846153846154,0.4288461538461538,0.41346153846153844,0.39134615384615384,0.38269230769230766,0.3836538461538462,0.38653846153846155,0.3663461538461538,0.3384615384615385,0.3605769230769231
0.4423076923076923,0.5057692307692307,0.04038461538461539,0.5211538461538462,0.5019230769230769,0.4548076923076923,0.43365384615384617,0.41923076923076924,0.4096153846153846,0.40673076923076923,0.3942307692307692,0.4076923076923077,0.4153846153846154,0.38846153846153847,0.4125
0.4567307692307692,0.5125,0.04038461538461539,0.5336538461538461,0.5125,0.4798076923076923,0.4576923076923077,0.4442307692307692,0.4461538461538462,0.45,0.42788461538461536,0.40673076923076923,0.39134615384615384,0.40192307692307694,0.4230769230769231
0.5048076923076923,0.5269230769230769,0.04038461538461539,0.5346153846153846,0.4894230769230769,0.4625,0.43173076923076925,0.39326923076923076,0.3923076923076923,0.3894230769230769,0.40576923076923077,0.40384615384615385,0.39903846153846156,0.40192307692307694,0.43653846153846154
0.48846153846153845,0.5067307692307692,0.04038461538461539,0.48846153846153845,0.47307692307692306,0.44134615384615383,0.4048076923076923,0.3855769230769231,0.37115384615384617,0.3605769230769231,0.39615384615384613,0.375,0.3451923076923077,0.34326923076923077,0.3769230769230769
0.4894230769230769,0.5,0.04038461538461539,0.4721153846153846,0.425,0.38076923076923075,0.3875,0.3798076923076923,0.3769230769230769,0.3471153846153846,0.34615384615384615,0.35865384615384616,0.3125,0.28942307692307695,0.34326923076923077
0.5038461538461538,0.5326923076923077,0.04038461538461539,0.5432692307692307,0.4894230769230769,0.4596153846153846,0.4125,0.4076923076923077,0.39807692307692305,0.3855769230769231,0.4028846153846154,0.3894230769230769,0.38461538461538464,0.3625,0.41057692307692306
0.47692307692307695,0.5067307692307692,0.04038461538461539,0.5048076923076923,0.46634615384615385,0.4394230769230769,0.4048076923076923,0.41057692307692306,0.4096153846153846,0.41057692307692306,0.4326923076923077,0.41634615384615387,0.40192307692307694,0.36346153846153845,0.38846153846153847
0.5211538461538462,0.551923076923077,0.04038461538461539,0.5461538461538461,0.5182692307692308,0.48846153846153845,0.4653846153846154,0.4480769230769231,0.4394230769230769,0.45,0.44711538461538464,0.44134615384615383,0.4230769230769231,0.40192307692307694,0.4548076923076923
0.5076923076923077,0.5586538461538462,0.04038461538461539,0.5682692307692307,0.5336538461538461,0.48846153846153845,0.4576923076923077,0.45,0.42403846153846153,0.42596153846153845,0.4307692307692308,0.4461538461538462,0.4346153846153846,0.4009615384615385,0.4596153846153846
0.5269230769230769,0.5644230769230769,0.04038461538461539,0.5663461538461538,0.5269230769230769,0.49423076923076925,0.4721153846153846,0.475,0.46153846153846156,0.4394230769230769,0.44519230769230766,0.4528846153846154,0.4375,0.42115384615384616,0.4673076923076923
0.5701923076923077,0.5826923076923077,0.04038461538461539,0.5721153846153846,0.5009615384615385,0.46153846153846156,0.42980769230769234,0.39807692307692305,0.39326923076923076,0.3721153846153846,0.40576923076923077,0.37596153846153846,0.36730769230769234,0.325,0.39903846153846156
0.5663461538461538,0.5826923076923077,0.04038461538461539,0.5682692307692307,0.5221153846153846,0.4980769230769231,0.4807692307692308,0.47884615384615387,0.44903846153846155,0.44519230769230766,0.4423076923076923,0.4576923076923077,0.42403846153846153,0.4307692307692308,0.40576923076923077
0.5711538461538461,0.6028846153846154,0.04038461538461539,0.5980769230769231,0.5721153846153846,0.5326923076923077,0.5221153846153846,0.49615384615384617,0.4894230769230769,0.4894230769230769,0.4913461538461538,0.4875,0.4673076923076923,0.47692307692307695,0.46153846153846156
0.5826923076923077,0.6067307692307692,0.04038461538461539,0.5836538461538462,0.5490384615384616,0.5144230769230769,0.49615384615384617,0.47307692307692306,0.4576923076923077,0.45865384615384613,0.46442307692307694,0.46826923076923077,0.4625,0.4403846153846154,0.4394230769230769
0.5807692307692308,0.6038461538461538,0.04038461538461539,0.6028846153846154,0.5615384615384615,0.5211538461538462,0.4846153846153846,0.4855769230769231,0.475,0.4625,0.48173076923076924,0.47596153846153844,0.45384615384615384,0.44519230769230766,0.46442307692307694
0.5721153846153846,0.5942307692307692,0.04038461538461539,0.573076923076923,0.5173076923076924,0.49038461538461536,0.46057692307692305,0.4480769230769231,0.4480769230769231,0.4394230769230769,0.44326923076923075,0.46923076923076923,0.42596153846153845,0.43653846153846154,0.41634615384615387
0.573076923076923,0.6009615384615384,0.04038461538461539,0.5846153846153846,0.5538461538461539,0.5307692307692308,0.49230769230769234,0.4826923076923077,0.46923076923076923,0.4721153846153846,0.48653846153846153,0.46057692307692305,0.4461538461538462,0.4326923076923077,0.4288461538461538
0.5990384615384615,0.6230769230769231,0.04038461538461539,0.6346153846153846,0.5903846153846154,0.5365384615384615,0.5144230769230769,0.49423076923076925,0.475,0.5211538461538462,0.4807692307692308,0.4875,0.46634615384615385,0.45576923076923076,0.4528846153846154
0.5826923076923077,0.5951923076923077,0.04038461538461539,0.5942307692307692,0.5480769230769231,0.4913461538461538,0.4480769230769231,0.45,0.43846153846153846,0.4576923076923077,0.4625,0.42403846153846153,0.4221153846153846,0.42115384615384616,0.4269230769230769
